student_ID,week,正确率,平均用时,平均得分,答题次数
0088dc183f73c83f763e,40,0.06666666666666667,2.6,0.06666666666666667,15
0088dc183f73c83f763e,41,0.1794871794871795,3.41025641025641,0.20512820512820512,39
0088dc183f73c83f763e,42,0.1282051282051282,3.4871794871794872,0.28205128205128205,39
0088dc183f73c83f763e,43,0.5,5.5,2.0,4
0088dc183f73c83f763e,44,0.25,3.75,1.0714285714285714,28
0088dc183f73c83f763e,45,0.25,3.25,1.25,4
0088dc183f73c83f763e,47,0.46153846153846156,3.3846153846153846,1.6923076923076923,13
0088dc183f73c83f763e,49,0.14754098360655737,4.60655737704918,0.9508196721311475,61
0088dc183f73c83f763e,51,0.5454545454545454,2.909090909090909,1.9090909090909092,11
0088dc183f73c83f763e,52,1.0,3.0,3.0,1
00cbf05221bb479e66c3,38,0.07692307692307693,3.25,0.07692307692307693,52
00cbf05221bb479e66c3,39,0.13333333333333333,3.466666666666667,0.26666666666666666,15
00cbf05221bb479e66c3,40,0.13513513513513514,2.891891891891892,0.5135135135135135,37
00cbf05221bb479e66c3,42,0.25,12.727272727272727,0.7045454545454546,44
00cbf05221bb479e66c3,45,0.375,7.875,1.125,8
00cbf05221bb479e66c3,46,0.5555555555555556,11.666666666666666,1.6666666666666667,9
00cbf05221bb479e66c3,48,0.21428571428571427,48.17857142857143,0.8214285714285714,28
00cbf05221bb479e66c3,49,0.24,3.6,0.88,25
00cbf05221bb479e66c3,50,0.18181818181818182,4.0,0.7272727272727273,22
00df647ee4bf7173642f,38,0.02631578947368421,3.4210526315789473,0.02631578947368421,38
00df647ee4bf7173642f,39,0.1875,3.6875,0.1875,16
00df647ee4bf7173642f,41,0.1259259259259259,4.148148148148148,0.6518518518518519,135
00df647ee4bf7173642f,42,0.15217391304347827,42.16304347826087,0.9456521739130435,92
00df647ee4bf7173642f,43,0.059322033898305086,10.5,0.3898305084745763,118
00df647ee4bf7173642f,44,0.1232876712328767,54.24657534246575,0.6575342465753424,73
00df647ee4bf7173642f,52,0.3333333333333333,4.5,1.0,6
0107f72b66cbd1a0926d,37,0.29411764705882354,3.4705882352941178,0.29411764705882354,17
0107f72b66cbd1a0926d,38,0.16666666666666666,4.0,0.3333333333333333,6
0107f72b66cbd1a0926d,39,0.375,5.25,1.375,8
0107f72b66cbd1a0926d,40,0.3,4.2,1.35,20
0107f72b66cbd1a0926d,42,0.2,5.6,1.0,5
0107f72b66cbd1a0926d,44,0.358974358974359,2.871794871794872,1.564102564102564,39
0107f72b66cbd1a0926d,45,0.23529411764705882,3.0588235294117645,1.1176470588235294,17
0107f72b66cbd1a0926d,52,0.7142857142857143,2.4285714285714284,2.2857142857142856,7
011d454f199c123d44ad,42,1.0,3.0,1.0,1
011d454f199c123d44ad,44,0.2631578947368421,2.8947368421052633,0.5263157894736842,19
011d454f199c123d44ad,46,0.0,2.0,0.0,2
011d454f199c123d44ad,47,0.15,2.95,0.35,40
011d454f199c123d44ad,48,0.1282051282051282,4.358974358974359,0.6153846153846154,39
011d454f199c123d44ad,49,0.10810810810810811,3.7027027027027026,0.32432432432432434,37
011d454f199c123d44ad,50,0.29508196721311475,3.262295081967213,0.9672131147540983,61
011d454f199c123d44ad,51,0.2,3.0,0.6,5
01558eef77a8d39b7103,1,0.6666666666666666,3.8333333333333335,2.1666666666666665,6
01558eef77a8d39b7103,36,0.125,2.875,0.125,8
01558eef77a8d39b7103,37,0.2857142857142857,3.7142857142857144,0.2857142857142857,7
01558eef77a8d39b7103,40,0.3125,3.9375,0.625,16
01558eef77a8d39b7103,41,0.25,4.15,1.2,20
01558eef77a8d39b7103,42,0.6666666666666666,3.0,2.0,3
01558eef77a8d39b7103,43,0.3333333333333333,6.0,1.0,6
01558eef77a8d39b7103,44,0.5,3.75,1.25,4
01558eef77a8d39b7103,45,0.12121212121212122,3.8181818181818183,0.5757575757575758,33
01558eef77a8d39b7103,46,0.23529411764705882,4.117647058823529,0.9411764705882353,17
01558eef77a8d39b7103,47,1.0,3.6666666666666665,3.0,3
01558eef77a8d39b7103,48,0.21428571428571427,117.14285714285714,1.2857142857142858,14
01558eef77a8d39b7103,49,0.75,3.5,2.25,4
01558eef77a8d39b7103,51,0.0,6.0,0.0,1
01558eef77a8d39b7103,52,0.3333333333333333,3.6666666666666665,1.6666666666666667,3
016226278e6a69e10aa4,37,0.07692307692307693,3.230769230769231,0.07692307692307693,52
016226278e6a69e10aa4,39,0.07142857142857142,3.4523809523809526,0.19047619047619047,42
